IPC,ÊýÁ¿
H03D13/00,88
H03D3/00,254
H03D5/00,21
H03D7/00,409
H03D9/00,41
H03F1/00,637
H03F13/00,4
H03F15/00,1
H03F17/00,20
H03F19/00,7
H03F21/00,30
H03F3/00,256
H03F5/00,3
H03F7/00,54
H03F9/00,16
H03F99/00,2
H03G1/00,279
H03G11/00,155
H03G3/00,397
H03G5/00,135
H03G7/00,203
H03G9/00,161
H03G99/00,2
H03H1/00,985
H03H11/00,147
H03H15/00,41
H03H17/00,615
H03H19/00,126
H03H2/00,34
H03H21/00,786
H03H3/00,394
H03H5/00,237
H03H7/00,264
H03H9/00,226
H03J1/00,188
H03J3/00,31
H03J5/00,47
H03J7/00,24
H03J9/00,34
H03K11/00,19
H03K12/00,3
H03K17/00,1163
H03K19/00,3231
H03K21/00,208
H03K23/00,261
H03K25/00,14
H03K27/00,11
H03K29/00,2
H03K3/00,258
H03K4/00,63
H03K5/00,746
H03K6/00,2
H03K7/00,109
H03K9/00,45
H03L1/00,198
H03L3/00,77
H03L5/00,194
H03L7/00,966
H03M1/00,452
H03M11/00,175
H03M13/00,1871
H03M3/00,802
H03M5/00,36
H03M7/00,425
H03M9/00,407
H03M99/00,4
H04B1/00,4936
H04B10/00,1225
H04B11/00,1281
H04B13/00,496
H04B14/00,84
H04B15/00,1489
H04B17/00,10508
H04B3/00,432
H04B5/00,10335
H04B7/00,7984
H04H1/00,1250
H04H1/02,68
H04H1/04,16
H04H1/06,2
H04H1/08,23
H04H1/10,8
H04H1/14,14
H04H20/00,91
H04H3/00,43
H04H40/00,125
H04H5/00,99
H04H60/00,24
H04H7/00,87
H04H7/02,5
H04H7/04,4
H04H9/00,141
H04J1/00,779
H04J11/00,6609
H04J13/00,3039
H04J13/02,2617
H04J13/04,446
H04J13/06,60
H04J14/00,727
H04J15/00,205
H04J3/00,865
H04J4/00,153
H04J7/00,33
H04J9/00,29
H04J99/00,625
H04K1/00,718
H04K3/00,1913
H04L1/00,34964
H04L12/00,3371
H04L13/00,27
H04L15/00,62
H04L17/00,29
H04L19/00,4
H04L21/00,6
H04L23/00,29
H04L25/00,209
H04L27/00,4418
H04L29/00,1871
H04L5/00,21088
H04L7/00,5027
H04L9/00,9272
H04M1/00,4469
H04M11/00,6706
H04M13/00,70
H04M15/00,1998
H04M17/00,970
H04M19/00,365
H04M3/00,1126
H04M5/00,53
H04M7/00,5087
H04M9/00,245
H04N1/00,16772
H04N101/00,754
H04N11/00,143
H04N13/00,9783
H04N15/00,904
H04N17/00,9389
H04N21/00,61
H04N3/00,108
H04N3/15,909
H04N5/00,4828
H04N7/00,988
H04N7/58,107
H04N7/60,36
H04N7/62,224
H04N9/00,141
H04Q1/00,170
H04Q11/00,8700
H04Q3/00,3835
H04Q5/00,38
H04Q7/00,897
H04Q7/06,267
H04Q7/08,92
H04Q7/10,49
H04Q7/12,53
H04Q7/14,677
H04Q7/16,19
H04Q7/18,120
H04Q7/20,6992
H04Q7/22,8967
H04Q7/24,958
H04Q7/26,162
H04Q7/28,1389
H04Q7/30,3844
H04Q7/32,15500
H04Q7/34,3874
H04Q7/36,2540
H04Q7/38,16500
H04Q9/00,2750
H04R1/00,2305
H04R11/00,140
H04R13/00,112
H04R15/00,129
H04R17/00,1831
H04R19/00,716
H04R21/00,5
H04R23/00,509
H04R25/00,4072
H04R27/00,2129
H04R29/00,4014
H04R3/00,14183
H04R31/00,5398
H04R5/00,595
H04R7/00,312
H04R9/00,183
H04S1/00,1008
H04S3/00,1490
H04S5/00,525
H04S7/00,2052
H04W12/00,3348
H04W16/00,452
H04W24/00,8609
H04W28/00,451
H04W36/00,10769
H04W4/00,8528
H04W40/00,332
H04W48/00,423
H04W52/00,498
H04W56/00,8035
H04W60/00,2369
H04W64/00,15251
H04W68/00,3372
H04W72/00,1873
H04W74/00,2685
H04W76/00,1262
H04W8/00,2861
H04W80/00,1145
H04W84/00,398
H04W88/00,568
H04W92/00,156
H04W99/00,21
H05B1/00,1347
H05B11/00,83
H05B3/00,3753
H05B31/00,16
H05B33/00,1280
H05B35/00,358
H05B37/00,3407
H05B39/00,293
H05B41/00,382
H05B43/00,51
H05B6/00,218
H05B7/00,86
H05C1/00,141
H05C3/00,80
H05F1/00,409
H05F3/00,2192
H05F7/00,59
H05G1/00,187
H05G2/00,430
H05H1/00,878
H05H11/00,43
H05H13/00,453
H05H15/00,84
H05H3/00,37
H05H5/00,53
H05H6/00,246
H05H7/00,658
H05H9/00,229
H05K1/00,2490
H05K10/00,105
H05K11/00,251
H05K13/00,2282
H05K3/00,19651
H05K5/00,19276
H05K7/00,3541
H05K9/00,18210
H99Z99/00,5
